title,title_en,authors,source,path,download_link,article_url
النظرية المثالية في فلسفة أفلاطون وعلاقتها بالإنسان والكون,The ideal theory in Platos Philosophy and its relevance to man and the universe,"[""Nadha Mutlaq ALbogami""]",ajsrp,./ajsrp/6842-6452.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6842/6452,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6842
ترجمة الوثائق القانونية اليمنية العربية إلى الإنجليزية مشكلات ومقترحات,The Translation of Yemeni Arabic legal documents into English Problems and Suggestions,"[""Hakima Mansour Ahmed Khoshafah""]",ajsrp,./ajsrp/6847-6457.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6847/6457,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6847
مدى شرعية معاهدات السلام العربية مع كيان العدو الصهيوني في الشريعة الإسلامية والتشريعات الوضعية,The extent of the legitimacy of Arab peace treaties with the Zionist enemy entity in Islamic law and man-made legislation,"[""Hameed Aadm Ali Qushaimh""]",ajsrp,./ajsrp/6518-6166.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6518/6166,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6518
فاعلية وحدة تعليمية لتنمية مهارات الطالبات في تصميم عروض الأزياء باستخدام الواقع الافتراضي وأثرها على التسوق الإلكتروني في منطقة عسير بالمملكة العربية السعودية,"The effectiveness of an educational unit to develop students' skills in designing fashion shows using virtual reality and its impact on electronic shopping in Asir region, Saudi Arabia","[""Randa Mounir Elkherbaway"", ""Samar Ahmed Kanona"", ""Ngawha Kamel Bosiala""]",ajsrp,./ajsrp/6519-6167.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6519/6167,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6519
نقدم لكم تصميمات مبتكرة لملابس ركوب الخيل للسيدات في المملكة العربية السعودية,Introducing innovative designs for horse riding clothing for women in the Kingdom of Saudi Arabia,"[""Abrar Hashim Alattas"", ""Hana Abdullah Alamodi""]",ajsrp,./ajsrp/6520-6168.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6520/6168,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6520
من الترجمة الطبيعية إلى كفاءة الترجمة الآثار التربوية,From natural translation to translation competence Pedagogical implications,"[""Habiba Nakhli""]",ajsrp,./ajsrp/6521-6169.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6521/6169,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6521
التسويق الإلكتروني لخدمات المعلومات في مكتبات الجامعات اليمنية الخاصة بمدينة صنعاء,E-Marketing of Information Services in Yemeni Private University Libraries in Sana'a City,"[""Samar Gamal Al-Habbari""]",ajsrp,./ajsrp/6522-6170.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6522/6170,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6522
نحو نظام بيئي وطني لخلق العلماء والمعرفة السيادية,Towards a national ecosystem to create scientists and sovereign knowledge,"[""Bandar Abdullah Al-Saud"", ""Abdulhamid Abdurahman Al-Abduljabbar""]",ajsrp,./ajsrp/6191-5886.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6191/5886,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6191
مظاهر الحوار الديني بين المسلمين واليهود اليهود العلمانيون أنموذجاً,Manifestations of religious dialogue between Muslims and Jews Secular Jews as a model,"[""Maha Dahawi Al-Shamari""]",ajsrp,./ajsrp/6193-5887.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6193/5887,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6193
دراسة حول استراتيجيات الترجمة الصينية للأمثال العربية من منظور الترجمة الثقافية,A study on the Chinese translation Strategies of Arabic Proverbs  from the Perspective of Cultural Translation,"[""Yuan Linxian""]",ajsrp,./ajsrp/6194-5888.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6194/5888,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6194
تحليل عملي لأفعال الاستفهام مع الإشارة إلى النص العربي لسورة الصافات في القرآن الكريم,A pragmatic Analysis of the Interrogative Illocutionary Acts with Reference  to Arabic Text of Surah As- Saffat in the Holy Qurn,"[""Adel Ahmed Abdullah Al-Mekhlafy"", ""Abdusalam Mohammed Ghaleb Al-Ghrafy""]",ajsrp,./ajsrp/6333-6026.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6333/6026,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6333
تحليل قوة اللغة في النص السياسي,Analysing the Power of Language in a Political Text,"[""Suhair Adel Abdulamir""]",ajsrp,./ajsrp/6334-6027.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6334/6027,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6334
تطبيق تحويل اباوب- شخيم لحل التكامل الخطي الجزئي  المعادلات التفاضلية,Application of Abaoub- Shkheam Transform for Solving Linear Partial Integro  Differential Equations,"[""Suad Mawloud Zali""]",ajsrp,./ajsrp/6335-6028.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6335/6028,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6335
نموذج جرد المراجعة المستمرة متعدد المصادر الاحتمالي المقيد مع توزيعات داغوم وكوماراسوامي-داغوم,Constrained Probabilistic multi-source Continuous Review Inventory Model with Dagum and Kumaraswamy-Dagum distributions,"[""Hala Ali Fergany"", ""Amani Saeed Alghamdi"", ""Amsha Zayed Almutairi""]",ajsrp,./ajsrp/6336-6029.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6336/6029,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6336
جودة خدمة الرعاية الصيدلانية على رضا المرضى في القطاع الصحي الحكومي في المملكة العربية السعودية,Quality of pharmaceutical care service on patient satisfaction  in the government health sector in the Kingdom of Saudi Arabia,"[""Muhammad Saud Al-Khathlan"", ""Turki Abdel Aziz Al-Turki"", ""Anwar Ibrahim Al-Afnan"", ""Bandar Abdullah Al-Zoghaibi"", ""AbdulRahman Zabin Al-Mutairi"", ""Ibrahim Mohamed Bagader"", ""Raghad AbdelKarim Abdo"", ""Safia Mohammed Al-Dosari"", ""Abdullah Zabin Al-Mutairi"", ""Wafaa Daoud Al-Jareed"", ""Youssef Saleh Al-Haidan""]",ajsrp,./ajsrp/5945-5669.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5945/5669,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5945
أثر شبكات التواصل الاجتماعي في تكوين الصورة الذهنية للدول الأوروبية بريطانيا، السويد، النرويج لدى عينة من الشباب السعودي,"The effect of social networks on forming a mental image of European countries Britain, Sweden, Norway according to a sample of Saudi youth","[""Mohammed Ahmad Asiri""]",ajsrp,./ajsrp/5946-5670.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5946/5670,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5946
اللغة كجزء من ثقافة وحضارة شعوب العالم أصل الإنسان اللغة والتطور والنظريات,"Language as a part of the culture and civilization of the peoples of the world Human origin language, evolution, and theories","[""Jehad Feyzolaslam""]",ajsrp,./ajsrp/5947-5671.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5947/5671,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5947
قيام الدولة الإدريسية في المغرب الأقصى (المغرب) (172-375هـ/788-985م),The Establishment of the Idrisid State in Al-Maghrib Al-Aqsa (Morocco) (172-375 AH / 788-985 AD),"[""Amal Mohamed Toheri""]",ajsrp,./ajsrp/5948-5672.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5948/5672,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5948
موقف وليد جنبلاط من حرب الجبل 1982-1984,Walid Jumbaltt's position on AlJabel war 1982-1984,"[""Fathi Abbas Khalaf"", ""Heba Muwafak Younis AlRawas""]",ajsrp,./ajsrp/5949-5673.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5949/5673,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5949
تطور أدب الحب والعشق في ثقافة العصور الوسطى العربية الكلاسيكية,The development of love literature and Adoring in medieval culture Arabic classical,"[""Mahmoud Jamal Rayyan""]",ajsrp,./ajsrp/5950-5674.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5950/5674,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5950
ترشيد متسلسلة هار لمقاربة معادلات الدولة المتجانسة وغير المتجانسة,Rationalized Haar Series for Approach Homogeneous and Non-Homogeneous State Equations,"[""Khalid Hadi Hameed Al-Jourany""]",ajsrp,./ajsrp/5951-5676.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5951/5676,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5951
تحليل الخطاب النقدي والنصي لإعلانات منتجات التجميل,A Critical and Textual Discourse Analysis of Beauty Product Advertisements,"[""Mahasin Abdulqadir Hasan""]",ajsrp,./ajsrp/5952-5675.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5952/5675,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5952
حل الدولتين من وجهة نظر اليمين الإسرائيلي,The two-state solution from the point of view of the Israeli right,"[""Mohammed Asaad Diab Ewaiwi""]",ajsrp,./ajsrp/5692-5424.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5692/5424,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5692
فاعلية برنامج إرشادي جمعي قائم على النظرية الاختيارية في خفض مشكلات التنظيم الانفعالي لدى أمهات المراهقين في الأردن,The Effectiveness of a Group Counseling Program Based on the Elective Theory in Reducing Emotional Regulation Problems and Among Mothers of Adolescents in Jordan,"[""Manal Naji Khaleel""]",ajsrp,./ajsrp/5693-5425.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5693/5425,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5693
مقارنة نموذج ARDL ونموذج NARDL دراسة معيارية بالتطبيق على العوامل المؤثرة على معدل النمو الاقتصادي السوداني للفترة (1990-2020),Comparison of ARDL Model and NARDL Model A standard Study by application on The Factors Affecting the Rate of Sudanese Economic Growth for the period (1990-2020),"[""Imtithal Mergny Mohammed Ahmed"", ""Afra Hashim Abdelateef""]",ajsrp,./ajsrp/5694-5426.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5694/5426,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5694
بنية التصور العلمي للعالم، تقديس للمعرفة أم علمنته؟,"The structure of the scientific perception of the world, sanctification  for knowledge or secularization of it","[""Sabah Kara""]",ajsrp,./ajsrp/5695-5427.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5695/5427,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5695
لغويات المجموعة التعريف ومجالات الاستخدام,Corpus Linguistics Definition and areas of use,"[""Ali Gharamah Alshehri""]",ajsrp,./ajsrp/5696-5428.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5696/5428,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5696
علاقة ممثل الشام نقز الحسامي بالسلطان المملوكي الناصر محمد بن قلاوون (712- 740هـ/ 1312- 1339/1340م),"The relationship of the representative of the Levant, Nakz Al-  Husami, with the Mamluk Sultan Al-Nasir Muhammad bin Qalawun (712-  740 AH/ 1312-  1339/1340 AD)","[""AbdulJabbar Ahmed Al-Amlah""]",ajsrp,./ajsrp/5697-5429.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5697/5429,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5697
تدريس الرياضيات بإستراتيجية التحليل والتركيب المزدوج وأثره في تنمية مهارات الاستقصاء العلمي لدى طلاب المرحلة الثانوية في دولة الكويت,Teaching Mathematics with a Dual Analysis and Synthesis Strategy and its effect in developing Scientific Inquiry Skills among Secondary Stage Students in the State of Kuwait,"[""Mshari Matar Alshamari"", ""Abdullah Salem Alzou’bi""]",ajsrp,./ajsrp/5365-5108.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5365/5108,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5365
فقه قانون تكييف الدفاع رقم (13) لسنة 1992 في المملكة الأردنية الهاشمية,Jurisprudence Conditioning of Defense Law No (13) of 1992 in the Hashemite Kingdom of Jordan,"[""Iman Madallah Althbeitat Alamro""]",ajsrp,./ajsrp/5366-5109.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5366/5109,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5366
التكامل بين نظام المعلومات الجغرافية (GIS) والعملية التحليلية الهرمية (AHP) لاختيار موقع السدود في مستجمع مياه وادي النعمان في مدينة مكة المكرمة,Integration of Geographic Information System (GIS) and Analytical Hierarchical Process (AHP) for Dams site selection in Wadi Numan watershed in the Holy City of Mecca,"[""Oula Ali Hakeem"", ""Sarra Al-Habib Ouerghi""]",ajsrp,./ajsrp/5367-5110.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5367/5110,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5367
أثر تدريس النصوص المقروءة باستخدام نموذج ريجيلوث التفصيلي في اكتساب الأنماط اللغوية والاحتفاظ بالتعلم لدى طلاب الصف الثالث الأساسي في الأردن,The Impact of Teaching Reading Texts Using Reigiluth Elaboration Model in Linguistic Patterns Acquisition and Learning Retention among Third Basic Grade Students in Jordan,"[""Ahmed Ali Al-Abed Al-Azeez"", ""Yaseen Ali Al-Maqosi""]",ajsrp,./ajsrp/5369-5112.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5369/5112,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5369
علاقة سلطنة دار وداي بالدولة العثمانية,The Relationship of The Sultanate of Dar Ouadda with The Ottoman Empire,"[""Assadik Ahmad Adam""]",ajsrp,./ajsrp/5370-5113.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5370/5113,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5370
"تقريب الدوال في فئة Lipschitz باستخدام Muckenhoupt Weights Lip (,p,w) باستخدام عامل المصفوفة","Approximation of functions in Lipschitz class with Muckenhoupt Weights Lip (,p,w) Using Matrix Operator","[""Omar Mahmoud Nattouf"", ""Mohammad Mahmoud Amer""]",ajsrp,./ajsrp/5371-5114.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5371/5114,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5371
دراسة حول التمثيل الواحد للمركب الهاملتوني في جبر الكذب ذو الأبعاد المحدودة,A Study about One Representation of the Hamiltonian Complex finite dimensional Lie Algebra,"[""Nader Mahmoud Taffach""]",ajsrp,./ajsrp/5372-5115.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5372/5115,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5372
بناءُ التشبيه في دِرْعيَّاتِ أبي العلاءِ المَعريِّ,Building of the Simile in Dariat Abi Alaa Al Marie,"[""Haneen Shaker Al- Sharif""]",ajsrp,./ajsrp/4809-4580.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4809/4580,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4809
الخط العربي، جذورهُ التاريخية وأثرهُ الفلسفي والجمالي,Calligraphy Its historical roots and its philosophical and aesthetic impact,"[""Saad Jihad ATTIYA""]",ajsrp,./ajsrp/4810-4581.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4810/4581,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4810
التشوّهات الهولومورفيّة الإسقاطيّة اللامتناهية في الصغر لفضاءات كيلير المكافئيّة الخاصّة,The Infinitesimal Holomorphically Projective Deformations of Special Parabolically Kahlerian Spaces,"[""Namer Hasan Ebou""]",ajsrp,./ajsrp/4811-4582.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4811/4582,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4811
المثاليات الضبابية في جبور,Fuzzy Ideals of Pre A Algebras Pre A,"[""Sahar Faisal Al-haj Rabye, Haytham Arabi""]",ajsrp,./ajsrp/4812-4583.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4812/4583,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4812
التقارب شبه الأكيد لمقدّر انحدار الجوارات الـ الأكثر قرباً تحت شرط المزج,Almost Sure Convergence of The kNN Regression Estimate under Mixing condition K,"[""Dema Ahmad Al-shakh, Mohamed Deribati, Ahmad Younso""]",ajsrp,./ajsrp/4813-4584.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4813/4584,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4813
استخدام التقنيات التلفزيونية الحديثة وأثرها في زيادة متابعة مشاهدة البرامج الإخبارية في التلفزيون الأردني من وجهة نظر العاملين والفنيين العاملين في البرامج الإخبارية,The use of modern television technology and its impact on increasing viewing of news programs on Jordanian television from the perspective of employees and technicians working in the news programs,"[""Malik Rehab Al- Azza, Ezzat Moh’d Hijab""]",ajsrp,./ajsrp/4411-4344.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4411/4344,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4411
أثرُ التقابل في الرواية التجريبية دراسة أسلوبية في رواية التجليات لجمال الغيطاني,The effect of encounter in the experimental novel A stylistic study in Jamal Al Ghitanis Tajalliyat novel,"[""Bassam Khaled Al- Shawi, Zainab Walid Hayek""]",ajsrp,./ajsrp/4412-4169.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4412/4169,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4412
قراءات في الأنماط المكانية في فضاء رواية بيبي فاطمة وأبناء الملك للشيخ الدكتور سلطان بن محمد القاسمي,Readings in spatial patterns in space of Bibi Fatima and the Kings sons novel By Sheikh Dr Sultan bin Mohammed Al Qasimi,"[""Najeya Ali Rashid Alkharji""]",ajsrp,./ajsrp/4413-4170.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4413/4170,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4413
انحياز التقديرات الإحصائية للبيانات التي تحوي قيماً مفقودة دراسة حالة عدم الاستجابة,Statistical estimates bias for data with missing values Nonresponse study,"[""Hadeel Mohammad Darwish, Muhammad Mazyad Drybati, Mounzer Hasan Boubou""]",ajsrp,./ajsrp/4414-4171.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4414/4171,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4414
أمثال العرب وأثرها في الترجيح في تفسير النيسابوري غرائب القرآن ورغائب الفرقان دراسة وصفية مقارنة,Proverbs of the Arabs and their impact on preference in the interpretation of AlNisaburi A comparative descriptive study,"[""Rana M.Salah Eddin Mousa, Ali Muhammed Asa'ad""]",ajsrp,./ajsrp/4415-4172.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4415/4172,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4415
دوافعُ عزوفِ الصّحفيين الفلسطينيين عن ممارسةِ الصّحافةِ الاستقصائيّةِ دراسةٌ ميدانيّةٌ,The motives of Palestinian journalists reluctance to practice investigative journalism,"[""Omar Issa Fatafta""]",ajsrp,./ajsrp/4416-4173.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4416/4173,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4416
اجتهادات أبي علي الفارسيّ في تعليل حروف المعاني في حذفها وإضمارها وتضمينها وزيادتها كتاب الشعر أنموذجاً,Abi Ali AlFarisis jurisprudence in explaining the letters of meanings in deleting them adding them including them and increasing them The book of AlSheer as a model,"[""Hasan Morshed Al-Mohamad, Isam Derar Al-Kousa""]",ajsrp,./ajsrp/4417-4175.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4417/4175,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4417
المسكوت عنه في خطاب المذهب الرمزي,The Unspoken in the Speech of Symbolism School,"[""Basheer Thabit Mohammed, Lateef Mahmoud Mohammed Al-Ghariri""]",ajsrp,./ajsrp/4554-4307.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4554/4307,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4554
ما سكت عنه الداني في الرسم العثماني في الألفات مصحف ليبيا أنموذجا,Words that the AlDane was silent about in Ottoman painting In the Alifat,"[""Mohamed Salem Harsha""]",ajsrp,./ajsrp/4159-3919.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4159/3919,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4159
جملة الوصف بين الاسمية والفعلية واختلاف النحاة فيها,Description sentence between nominative and verbal and different grammarians in it,"[""Mohamed Bashir Harba, Zamri Arifin, Hakim Zainal""]",ajsrp,./ajsrp/4154-3920.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4154/3920,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4154
أسماء الحروف عند الخليل بن أحمد دراسة صرفية معجمية,The Names of the Letters for Al Khalil Bin Ahmad A Lexical Morphological Study,"[""Sara Hassan Saeed Alzahrani""]",ajsrp,./ajsrp/4155-3921.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4155/3921,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4155
الخمريات في ديوان ابن زيدون دراسة موضوعية فنية,Poetry of wine in Ibn Zaidouns Andalusian Diwan An objective analytical study,"[""Hamzah Abed-Alsalam Al-Khatatneh""]",ajsrp,./ajsrp/4156-3922.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/4156/3922,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/4156
